Braum,31,25.60%,13,18,13,7,11,38.90%,0.39,3,7.56,2.65,34.28,1.06,7.2,223,5.3k,166,68.80%,3.40%,13%,
Amumu,29,24%,17,12,8,4,8,33.30%,0.92,4.42,7.5,1.91,32.33,1.08,6.8,227,4.5k,149,61.60%,6.70%,12.90%,
Azir,28,23.10%,14,14,7,7,7,50%,2.86,2.86,4.14,2.45,290.14,8.79,13.1,397,17.2k,521,50%,20.40%,22%,
Viego,26,21.50%,7,19,10,10,9,52.60%,3.53,2.16,6.74,4.76,196,5.56,12.1,343,10.3k,291,66.10%,22.70%,18.90%,
Olaf,24,19.80%,13,11,7,4,7,36.40%,4.36,3.18,6,3.26,214.73,5.86,12.7,347,15.6k,426,65.90%,27.70%,19.50%,
Tryndamere,23,19%,15,8,7,3,5,37.50%,4.25,2.38,5.38,4.05,312.75,8.98,15.3,439,17k,488,63.10%,27.90%,24.20%,
Orianna,22,18.20%,5,17,12,6,11,35.30%,2.35,2.24,3.82,2.76,287.47,8.97,12.6,393,13.7k,428,66.50%,25.30%,23%,
Renekton,21,17.40%,5,16,6,8,8,50%,1.81,2.69,3.5,1.98,267.94,8.55,12.1,385,11.1k,354,50.60%,17.30%,22.10%,
Poppy,21,17.40%,10,11,7,6,5,54.50%,1.55,2.27,5.36,3.04,181.09,5.95,10,328,8k,263,55.10%,12.30%,18.20%,
Lulu,20,16.50%,3,17,7,9,8,52.90%,0.76,2.18,7.12,3.62,17.76,0.53,7.8,233,3.4k,103,74.90%,7.30%,13.30%,
Gnar,20,16.50%,6,14,9,5,9,35.70%,2.43,2.86,3.07,1.93,249.43,7.67,11.9,367,13k,401,49.70%,21.90%,21.40%,
Ziggs,18,14.90%,9,9,6,3,6,33.30%,2.33,2.33,4.89,3.1,344,9.06,14.8,391,25.6k,674,55.60%,17.90%,22.70%,
Nautilus,17,14%,6,11,9,5,6,45.50%,0.36,4.64,7.82,1.76,33.36,1,7.4,220,3.9k,117,61.60%,2.70%,12.40%,
Lillia,17,14%,7,10,6,5,5,50%,4.1,3.1,6,3.26,205.1,6.75,11.6,381,14.1k,465,69.70%,28.30%,21%,
Kai'Sa,15,12.40%,4,11,7,5,6,45.50%,4.55,2.18,5.36,4.54,312.27,9.21,14.6,431,15.7k,463,66.50%,30.50%,23.90%,
Galio,15,12.40%,11,4,3,1,3,25%,2,3,6.75,2.92,213.25,6.27,10.9,320,10.8k,319,85.40%,19.50%,19.60%,
Gangplank,14,11.60%,8,6,5,3,3,50%,4.17,3.5,5.67,2.81,263.83,8.09,14.5,443,21.8k,668,64.80%,27.50%,24.50%,
Rell,13,10.70%,3,10,6,5,5,50%,1,3.4,8.4,2.76,35,1.06,7.7,232,4.4k,133,61.40%,6.50%,12.90%,
Trundle,13,10.70%,5,8,6,3,5,37.50%,1.63,2.88,6.75,2.91,139.38,4.12,10,295,6.3k,186,71.30%,13.80%,17%,
Sett,13,10.70%,7,6,5,3,3,50%,2.17,4.17,3.83,1.44,163.83,5.43,9.5,313,9.6k,318,58.10%,21%,18.20%,
Yone,13,10.70%,8,5,4,0,5,0%,1.6,4.2,4.4,1.43,261.4,7.87,12.1,365,10.7k,323,52.60%,14%,21.60%,
Jax,12,9.90%,3,9,7,4,5,44.40%,3,3.11,4.11,2.29,286.22,8.29,14,406,14.1k,409,56.10%,23.70%,23%,
Wukong,12,9.90%,4,8,6,5,3,62.50%,4.63,2.88,5.5,3.52,252.13,7.08,14.1,396,13.6k,382,55.90%,25.50%,21.80%,
Gragas,10,8.30%,1,9,7,5,4,55.60%,2.33,3.22,8,3.21,197.89,5.7,11.4,328,13.9k,399,66%,14.90%,18.30%,
Lissandra,9,7.40%,3,6,3,5,1,83.30%,1.83,1.67,7,5.3,251.83,8.55,11.5,391,12.2k,415,62.40%,12.90%,20.50%,
Alistar,8,6.60%,1,7,6,2,5,28.60%,0.86,3.57,6.14,1.96,35.43,1,7.5,212,4.2k,119,75.40%,9.20%,12.90%,
Aatrox,8,6.60%,2,6,5,4,2,66.70%,2.67,1.67,5.5,4.9,262.5,8.14,12.8,396,12.3k,383,57.60%,18.80%,21.50%,
Taliyah,8,6.60%,4,4,3,3,1,75%,5.25,2.75,7,4.45,196.75,6.62,11.7,393,11.3k,380,67.10%,28.80%,19.60%,
Malphite,8,6.60%,5,3,2,1,2,33.30%,1.33,2.67,5.33,2.5,225,7.09,10.6,336,9.1k,287,60.60%,12.10%,19.70%,
Urgot,8,6.60%,6,2,1,2,0,100%,7,0.5,5.5,25,230.5,7.67,13.1,435,11.2k,372,64.10%,35.90%,22.30%,
Nidalee,7,5.80%,3,4,2,3,1,75%,3.75,1.25,8.5,9.8,143.5,5.71,9.6,381,11.2k,444,80.30%,24.60%,19.90%,
Yasuo,7,5.80%,3,4,4,2,2,50%,3.25,2.5,5.75,3.6,344.25,9.4,15.3,418,9.7k,264,67.90%,24.50%,23.60%,
Kassadin,7,5.80%,6,1,1,1,0,100%,8,2,8,8,321,8.24,17.9,458,32.8k,843,76.20%,38.10%,23.40%,
Rumble,6,5%,2,4,3,1,3,25%,2.25,3,3.75,2,253.5,7.94,11.5,361,15.1k,473,51.10%,19.10%,20.90%,
Fiora,5,4.10%,-,5,3,4,1,80%,4.8,1.4,3.4,5.86,267.2,9.37,12.9,451,13.5k,473,54.70%,32%,24.10%,
Tristana,5,4.10%,1,4,3,2,2,50%,2.5,2.25,3.5,2.67,283.75,9.18,12.5,404,8.3k,269,58.50%,24.40%,22.70%,
Malzahar,5,4.10%,2,3,3,2,1,66.70%,3.33,2,6,4.67,283.33,8.6,13.6,413,13k,394,65.10%,23.30%,22.90%,
Shen,4,3.30%,-,4,4,1,3,25%,1,3.5,7.75,2.5,68.25,2.01,8.3,244,4.9k,145,72.90%,8.30%,14.10%,
Xayah,4,3.30%,1,3,3,1,2,33.30%,1.67,3.67,4.67,1.73,293.67,9.07,12.4,381,14.2k,437,42.20%,11.10%,21.50%,
Fiddlesticks,4,3.30%,2,2,1,1,1,50%,4,4.5,6,2.22,196.5,5.04,12.4,317,13.4k,345,66.70%,26.70%,18.10%,
Kalista,4,3.30%,2,2,2,0,2,0%,3.5,4,7,2.63,320.5,8.54,15.6,415,16.9k,449,75%,25%,23.60%,
Jinx,4,3.30%,3,1,1,0,1,0%,0,3,2,0.67,308,10.13,11.6,380,11.4k,376,66.70%,0%,23.60%,
Zilean,3,2.50%,-,3,2,2,1,66.70%,0.33,1.33,13,10,40,1.1,8.8,240,2.2k,60,88.90%,2.20%,13.10%,
Akali,3,2.50%,-,3,3,1,2,33.30%,1.33,3,2.33,1.22,203.67,7.85,9,345,9.4k,362,32.40%,11.80%,20.40%,
Kled,3,2.50%,-,3,2,1,2,33.30%,1.67,4,4.33,1.5,179,6.43,9,324,8.4k,301,41.90%,11.60%,18.80%,
Pyke,3,2.50%,-,3,3,1,2,33.30%,4.33,5,6.33,2.13,47.67,1.32,10.8,298,7.3k,203,59.30%,24.10%,16.70%,
Viktor,3,2.50%,-,3,2,0,3,0%,4.33,4,5,2.33,373,8.75,17.2,403,31.6k,741,65.10%,30.20%,24.10%,
Annie,3,2.50%,1,2,1,1,1,50%,3,3,9,4,156.5,5.56,9.3,330,11.1k,396,77.40%,19.40%,18%,
Sejuani,3,2.50%,1,2,2,0,2,0%,2,3.5,8,2.86,194.5,4.91,11.4,288,11.6k,292,100%,20%,17.30%,
Varus,3,2.50%,1,2,1,0,2,0%,0.5,3,0.5,0.33,251.5,8.4,10,332,18k,600,66.70%,33.30%,22.20%,
Nocturne,3,2.50%,2,1,1,1,0,100%,2,3,12,4.67,168,5.98,10.5,373,11.1k,396,56%,8%,17.60%,
Sion,3,2.50%,2,1,1,1,0,100%,2,1,9,11,184,7.15,8.9,346,4.4k,171,57.90%,10.50%,18.30%,
Maokai,2,1.70%,-,2,1,1,1,50%,1,3.5,7.5,2.43,51,1.53,8,240,13.8k,413,68%,8%,13.50%,
Senna,2,1.70%,-,2,1,1,1,50%,1.5,1.5,12.5,9.33,54,1.73,9.2,296,11.9k,381,84.80%,9.10%,16.70%,
Zed,2,1.70%,-,2,2,1,1,50%,1.5,3,1.5,1,191,7.09,8.9,331,9k,333,30%,15%,19.20%,
Tahm Kench,2,1.70%,1,1,1,1,0,100%,4,0,7,11,286,7.81,14.7,401,11.7k,319,57.90%,21.10%,20.50%,
Karma,2,1.70%,1,1,1,0,1,0%,1,3,3,1.33,35,0.86,8.3,203,9.2k,225,80%,20%,12.40%,
Ornn,2,1.70%,1,1,1,0,1,0%,1,2,3,2,183,7.28,7.9,313,8.1k,323,80%,20%,20.50%,
Seraphine,2,1.70%,1,1,1,0,1,0%,2,1,8,10,302,8.1,14.4,386,12.2k,326,90.90%,18.20%,23.50%,
Bard,1,0.80%,-,1,1,1,0,100%,1,0,10,11,22,0.64,8.6,250,5.5k,160,64.70%,5.90%,13.40%,
Ashe,1,0.80%,-,1,1,0,1,0%,2,6,5,1.17,226,7.33,11.1,358,12.6k,410,53.80%,15.40%,20.50%,
Shaco,1,0.80%,-,1,1,0,1,0%,0,4,1,0.25,125,4.62,6.7,247,3.8k,141,25%,0%,17.10%,
Vayne,1,0.80%,-,1,1,0,1,0%,4,3,2,2,181,7.87,10.7,464,10.3k,449,66.70%,44.40%,28%,
Vladimir,1,0.80%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
